1130,0
114,1
1716,0
118,1
100,1
1546,0
36,1
1223,0
1919,0
285,1
1171,0
1476,0
277,1
1978,0
267,1
781,1
579,1
1248,0
746,1
1140,0
1456,0
657,1
527,1
563,1
867,1
1548,0
196,1
581,1
667,1
223,1
567,1
1175,0
987,1
322,1
1913,0
1188,0
1962,0
1301,0
183,1
1645,0
13,1
1184,0
1116,0
1992,0
1973,0
1621,0
1901,0
97,1
1441,0
111,1
1204,0
761,1
1946,0
1569,0
220,1
2014,0
1743,0
1483,0
940,1
1434,0
898,1
141,1
993,1
1413,0
1965,0
1686,0
1043,0
314,1
2010,0
297,1
64,1
1266,0
1759,0
809,1
674,1
293,1
1984,0
7,1
1383,0
811,1
69,1
630,1
1896,0
1147,0
305,1
17,1
1953,0
924,1
1351,0
264,1
493,1
1839,0
1428,0
508,1
604,1
242,1
384,1
1801,0
726,1
1939,0
532,1
976,1
119,1
1651,0
519,1
1926,0
1108,0
262,1
1336,0
2005,0
1059,0
628,1
1235,0
1488,0
1340,0
1727,0
1354,0
507,1
1969,0
1787,0
592,1
110,1
623,1
951,1
1471,0
959,1
1165,0
374,1
1598,0
1935,0
994,1
936,1
1775,0
33,1
1484,0
494,1
687,1
250,1
343,1
858,1
796,1
1183,0
1615,0
168,1
151,1
1827,0
1280,0
1779,0
1366,0
770,1
368,1
473,1
379,1
186,1
1849,0
1114,0
1920,0
1526,0
1347,0
1934,0
246,1
1562,0
466,1
1295,0
1601,0
631,1
1205,0
1957,0
67,1
1756,0
1408,0
1361,0
1049,0
1937,0
78,1
1073,0
1164,0
113,1
1210,0
1680,0
1712,0
304,1
1334,0
1233,0
289,1
25,1
1009,1
1640,0
514,1
1215,0
1868,0
1780,0
1551,0
732,1
901,1
1014,1
411,1
1519,0
234,1
1463,0
569,1
443,1
840,1
533,1
1466,0
1806,0
552,1
818,1
1086,0
219,1
1066,0
1536,0
1834,0
134,1
1933,0
531,1
815,1
529,1
870,1
1313,0
1571,0
1229,0
1331,0
1797,0
995,1
1687,0
1932,0
480,1
908,1
856,1
193,1
1678,0
482,1
3,1
1284,0
347,1
608,1
32,1
710,1
1454,0
1613,0
1735,0
950,1
1635,0
693,1
213,1
1646,0
202,1
1305,0
148,1
1245,0
1343,0
727,1
656,1
1523,0
518,1
1672,0
1460,0
689,1
1707,0
1353,0
212,1
635,1
1436,0
275,1
699,1
734,1
1241,0
80,1
1592,0
650,1
1206,0
1757,0
39,1
911,1
1339,0
1918,0
1219,0
1243,0
1911,0
953,1
187,1
505,1
1275,0
1381,0
397,1
1561,0
2000,0
112,1
247,1
1178,0
1637,0
568,1
107,1
203,1
1104,0
678,1
523,1
586,1
1579,0
1649,0
899,1
1345,0
1940,0
238,1
444,1
779,1
497,1
1128,0
1325,0
1628,0
240,1
486,1
1169,0
309,1
1322,0
165,1
1074,0
91,1
1332,0
1017,1
371,1
583,1
510,1
1497,0
1493,0
1257,0
123,1
980,1
1630,0
367,1
967,1
63,1
1840,0
1664,0
537,1
2008,0
1633,0
1124,0
311,1
1927,0
1076,0
556,1
942,1
1908,0
1063,0
1941,0
391,1
1625,0
1938,0
1862,0
266,1
865,1
1276,0
125,1
449,1
1700,0
102,1
1346,0
263,1
952,1
1415,0
254,1
229,1
149,1
1534,0
1829,0
1298,0
1987,0
1614,0
652,1
1994,0
1146,0
29,1
1022,0
1156,0
610,1
1730,0
316,1
1817,0
504,1
769,1
1375,0
1037,0
977,1
1035,0
938,1
1380,0
99,1
1966,0
983,1
261,1
1469,0
913,1
1709,0
101,1
981,1
272,1
442,1
1373,0
1370,0
1255,0
1877,0
1520,0
1267,0
806,1
1714,0
648,1
356,1
1890,0
2003,0
1384,0
162,1
1231,0
937,1
1029,0
832,1
1708,0
352,1
1903,0
1470,0
706,1
1738,0
1056,0
1321,0
1187,0
302,1
1189,0
1905,0
1020,0
448,1
1371,0
1642,0
1002,1
400,1
1822,0
1432,0
973,1
1596,0
1629,0
1673,0
1385,0
1564,0
382,1
1498,0
1440,0
982,1
1921,0
1326,0
180,1
1085,0
1459,0
1952,0
1320,0
654,1
120,1
1239,0
1182,0
1870,0
972,1
127,1
51,1
438,1
1986,0
1013,1
337,1
775,1
848,1
1648,0
121,1
1329,0
462,1
1790,0
562,1
226,1
89,1
906,1
1473,0
1848,0
719,1
1763,0
1283,0
432,1
1971,0
1960,0
1547,0
1387,0
286,1
1845,0
239,1
1887,0
1174,0
1330,0
1167,0
425,1
1110,0
1138,0
137,1
1064,0
485,1
1963,0
115,1
1784,0
321,1
1805,0
1663,0
73,1
1923,0
299,1
350,1
1374,0
490,1
1807,0
1636,0
886,1
1401,0
1080,0
1676,0
774,1
1748,0
944,1
644,1
923,1
1539,0
389,1
737,1
387,1
1032,0
1288,0
1193,0
1885,0
1624,0
1162,0
1557,0
204,1
986,1
807,1
613,1
315,1
1102,0
1403,0
988,1
1077,0
874,1
1517,0
1606,0
47,1
1929,0
1090,0
1451,0
596,1
173,1
1166,0
614,1
93,1
757,1
1349,0
1617,0
206,1
1025,0
2007,0
55,1
1689,0
633,1
1477,0
513,1
1844,0
662,1
45,1
968,1
1324,0
1127,0
826,1
487,1
1424,0
1823,0
1631,0
20,1
1450,0
1977,0
1595,0
879,1
1982,0
1258,0
564,1
522,1
975,1
1083,0
455,1
1299,0
651,1
851,1
1079,0
763,1
492,1
825,1
303,1
1093,0
1609,0
1750,0
1240,0
221,1
1641,0
388,1
1008,1
1338,0
780,1
1502,0
1144,0
1449,0
1567,0
764,1
1007,1
26,1
1238,0
1843,0
905,1
211,1
65,1
1397,0
1344,0
376,1
1490,0
964,1
611,1
847,1
1200,0
1113,0
1924,0
1123,0
1543,0
638,1
1269,0
962,1
1046,0
714,1
1772,0
1873,0
632,1
1503,0
503,1
218,1
1444,0
21,1
422,1
338,1
934,1
1160,0
16,1
1761,0
1431,0
885,1
1578,0
808,1
788,1
1341,0
1570,0
1300,0
1120,0
1163,0
1281,0
1847,0
1109,0
478,1
875,1
670,1
1968,0
524,1
1010,1
1098,0
1304,0
273,1
1382,0
1282,0
1420,0
200,1
1389,0
637,1
1513,0
704,1
961,1
1435,0
1303,0
1723,0
912,1
1554,0
259,1
469,1
607,1
576,1
742,1
1610,0
723,1
1307,0
931,1
1983,0
658,1
372,1
561,1
1157,0
1777,0
1725,0
1249,0
2006,0
941,1
9,1
437,1
1826,0
1442,0
340,1
829,1
1194,0
1096,0
1201,0
307,1
130,1
1572,0
1081,0
598,1
1657,0
720,1
887,1
640,1
782,1
731,1
772,1
1070,0
694,1
366,1
949,1
599,1
1045,0
1541,0
231,1
1734,0
465,1
1679,0
544,1
1286,0
1172,0
1928,0
589,1
1514,0
1856,0
1348,0
380,1
1950,0
542,1
1857,0
860,1
729,1
712,1
327,1
752,1
593,1
1852,0
1472,0
1942,0
495,1
713,1
1553,0
166,1
1256,0
1931,0
1705,0
52,1
736,1
530,1
1232,0
1760,0
558,1
744,1
491,1
787,1
1611,0
789,1
128,1
15,1
783,1
692,1
506,1
1755,0
1458,0
683,1
1850,0
1909,0
1242,0
1808,0
11,1
534,1
188,1
1030,0
